Date,SPY
2009-09,0.035457166922657324
2009-10,-0.019224894720382246
2009-11,0.06160661307211113
2009-12,0.019101454070846957
2010-01,-0.03634305649003089
2010-02,0.031194903498117377
2010-03,0.06087973200868557
2010-04,0.015469845338334398
2010-05,-0.07945448370761399
2010-06,-0.05174103299390376
2010-07,0.06830097423774206
2010-08,-0.04498093334589681
2010-09,0.08955505842634648
2010-10,0.03820233303914611
2010-11,6.661338147750939e-16
2010-12,0.06685199380410478
2011-01,0.02330025837613814
2011-02,0.034737185450471886
2011-03,0.00012015377017471351
2011-04,0.02896150019164523
2011-05,-0.011214293175442203
2011-06,-0.016870164810687815
2011-07,-0.02000436030893349
2011-08,-0.054975541229447256
2011-09,-0.069420725246506
2011-10,0.10914695469027547
2011-11,-0.004063930355538203
2011-12,0.010448828476110172
2012-01,0.046374222712527
2012-02,0.04340553890384102
2012-03,0.032163940067861496
2012-04,-0.00667616213827249
2012-05,-0.060055430050916736
2012-06,0.040580988947008345
2012-07,0.011829312808355308
2012-08,0.025052574225612245
2012-09,0.02535113597925087
2012-10,-0.01819818353147995
2012-11,0.005660159851668567
2012-12,0.008934030587618214
2013-01,0.05119024555312235
2013-02,0.012758472481298133
2013-03,0.037971536984637844
2013-04,0.01921218805028202
2013-05,0.023610218276238548
2013-06,-0.013344655527422367
2013-07,0.05167676239003138
2013-08,-0.02999231984060402
2013-09,0.03164627433675826
2013-10,0.04630735479530124
2013-11,0.029637183506465048
2013-12,0.02592650155001963
2014-01,-0.03524844804564764
2014-02,0.045515760099922975
2014-03,0.008295724590691167
2014-04,0.006951454564954718
2014-05,0.023206240491532748
2014-06,0.020645025241057713
2014-07,-0.013437206231023735
2014-08,0.03946292190007328
2014-09,-0.01379595490268759
2014-10,0.023550748314377312
2014-11,0.027471892066695203
2014-12,-0.0025365150104685874
2015-01,-0.029629137421476215
2015-02,0.05620433177223316
2015-03,-0.015705390744090386
2015-04,0.009833715867537007
2015-05,0.01285614835624016
2015-06,-0.020311999297099814
2015-07,0.022589138738113856
2015-08,-0.060950200139897825
2015-09,-0.025515639335610518
2015-10,0.08505951387891164
2015-11,0.003654844394917811
2015-12,-0.01728215249775511
2016-01,-0.04978672036408094
2016-02,-0.0008258933123310719
2016-03,0.06726614799506869
2016-04,0.003941051679874352
2016-05,0.017011564984698246
2016-06,0.0034756299679503666
2016-07,0.03647133500920652
2016-08,0.0011978324966674947
2016-09,5.784717133772155e-05
2016-10,-0.017336863805012093
2016-11,0.036838034745299675
2016-12,0.020271916960742598
2017-01,0.017894906082059236
2017-02,0.03929124138263185
2017-03,0.0012500958622922997
2017-04,0.009926401988120226
2017-05,0.01411288427783175
2017-06,0.006374753919843323
2017-07,0.020554323921325723
2017-08,0.0029175829506444817
2017-09,0.020149414142733413
2017-10,0.02356409933685155
2017-11,0.03056590989727881
2017-12,0.012127936030429387
2018-01,0.05635924449468788
2018-02,-0.03636041476197993
2018-03,-0.027410723850774144
2018-04,0.005168284724128336
2018-05,0.024309024887561037
2018-06,0.005751027359546912
2018-07,0.03704622095692289
2018-08,0.03192022833891128
2018-09,0.005945355538261143
2018-10,-0.06910412261205834
2018-11,0.018549306129837184
2018-12,-0.08804875539880141
2019-01,0.08006592522927036
2019-02,0.03241555347169034
2019-03,0.018100812568209612
2019-04,0.04085177571881049
2019-05,-0.06377077057739067
2019-06,0.06958656241413697
2019-07,0.015119294623456847
2019-08,-0.016743300233085012
2019-09,0.019458266533356028
2019-10,0.02210422246669319
2019-11,0.036198141696412556
2019-12,0.029055493861097847
2020-01,-0.0004038612778956008
2020-02,-0.07916566956488658
2020-03,-0.12487140825007104
2020-04,0.1269834891609436
2020-05,0.04764553221886958
2020-06,0.017734505238983456
2020-07,0.05889216955719445
2020-08,0.06979669169247193
2020-09,-0.03744373762465636
2020-10,-0.024933602029230673
2020-11,0.10877685859248887
2020-12,0.037048502770263836
2021-01,-0.010190570962710921
2021-02,0.027805701840973862
2021-03,0.045399097810177036
2021-04,0.05291049491871003
2021-05,0.006566060243452743
2021-06,0.022427517512668027
2021-07,0.024412497342359396
2021-08,0.029759769529615232
2021-09,-0.04660546474939331
2021-10,0.07016357058558564
2021-11,-0.008034781898579424
2021-12,0.04624757951351133
2022-01,-0.05274109522960724
2022-02,-0.02951714291526164
2022-03,0.03759049920314994
2022-04,-0.08776905742481911
2022-05,0.0022571820269858822
2022-06,-0.08246034423374493
2022-07,0.09208744702576577
2022-08,-0.04080207884449394
2022-09,-0.092445779309145
2022-10,0.0812753970171054
2022-11,0.05559151874531976
2022-12,-0.05762812541150186
2023-01,0.06288734798695317
2023-02,-0.025142651315072206
2023-03,0.03707777163723325
2023-04,0.015974961239628938
2023-05,0.004616062982278679
2023-06,0.06479991854647027
2023-07,0.032733332771271995
2023-08,-0.016252082422854253
2023-09,-0.047434460525142885
2023-10,-0.02170872907615018
2023-11,0.0913440117642621
2023-12,0.04565524506394669
2024-01,0.015926500856467296
2024-02,0.052186842459674754
2024-03,0.03270202643146125
2024-04,-0.040319663721710475
2024-05,0.05057970897953101
2024-06,0.03528013474017655
2024-07,0.012109148942870629
2024-08,0.023365459990451587
2024-09,0.021004645927816812
2024-10,-0.008923517691574845
2024-11,0.059633420269592285
2024-12,-0.02406011384822815
2025-01,0.0268563844106664
2025-02,0.0031404981978597757
